Artist,Song,cluster id,confidence
timbiriche,con todos menos conmigo,,
timbiriche,si no es ahora,,
timbiriche,besos de ceniza,,
timeflies,wild ones,,
timeflies,all the way,,
timeflies,cars money and fame,,
timeflies,detonate,,
timeflies,tonight i cant say no,,
timeflies,lose my mind,,
timeflies,until the sunrise,,
timeflies,turn it up,,
timeflies,pipe dreams,,
timeflies,swoon,,
timeflies,ex games,,
timeflies,i choose u,,
timeflies,smfwu,,
timeflies,once in a while,,
timmy trumpet,freaks - radio edit,,
timmy and the lords of the underworld,timmy and the lords of the underworld,,
tinashe,feels like vegas,,
tinie tempah,written in the stars (feat. eric turner),,
tiesto,lets go,,
tiesto,secrets - radio edit,,
tobymac,feel it,,
tokio hotel,ready set go,,
tokyo police club,be good (rac remix),,
tokyo police club,gone,,
tom holkenborg (junkie xl),the projects,,
tom holkenborg (junkie xl),my name is max - extended version,,
tom jones,shes a lady,,
tom jones,its not unusual,,
tom petty,free fallin,,
tom petty,i wont back down,,
tom petty,runnin down a dream,300.0,0.9131470918655396
tom petty and the heartbreakers,american girl,,
tom petty and the heartbreakers,runnin down a dream,300.0,0.9131470918655396
tom petty and the heartbreakers,red river,,
tommy tutone,867-5309 / jenny,,
toni basil,mickey,,
tonight alive,lonely girl,,
tonight alive,little lion man,,
tony bennett,firefly,,
tony bennett,dont get around much anymore,,
tool,lateralus,,
tor miller,now and again,,
torche,loose men,,
toro y moi,empty nesters,,
tove lo,habits (stay high),,
tove lo,my gun,,
tove lo,are u gonna tell her - heavy baile remix,,
tove lo,thousand miles,,
tove lo,out of mind - live from spotify sxsw 2014,,
tove lo,talking body,,
tove lo,moments,,
tove styrke,ego,,
tracey chattaway,come away with me,,
train,mai tais (feat. skylar grey),,
train,hey soul sister,,
train,wonder what youre doing for the rest of your life,301.0,0.9722691178321838
train,wonder what youre doing for the rest of your life (feat. marsha ambrosius),301.0,0.9722691178321838
train,cadillac cadillac,,
train,50 ways to say goodbye,,
train,drops of jupiter,,
train,i got you,,
trapt,headstrong,,
travie mccoy,keep on keeping on (feat. brendon urie),,
trevor morris,death on the bridge,,
trevor morris,val royeaux,,
trevor morris,the well of sorrows,,
trippie redd,dark knight dummo (feat. travis scott),,
tristeza,balabaristas,,
trivium,he who spawned the furies,,
trivium,in waves,,
trivium,villainy thrives,,
trivium,as i am exploding,,
trivium,incineration: the broken world,,
trouble,bring it back (with drake mike will made-it),,
troy,breaking free - from high school musical/soundtrack version,302.0,0.9483686893191364
troy,getcha head in the game,,
troy,breaking free,302.0,0.9497061667007388
troy,start of something new - from high school musical/soundtrack version,303.0,0.9580628275871276
troy,bet on it - from high school musical 2/soundtrack version,304.0,0.9437062740325928
troy,start of something new,303.0,0.9580628275871276
troy,bet on it,304.0,0.9437062740325928
troy,breaking free - from high school musical / soundtrack version,302.0,0.9481025904921356
troy,gotta go my own way - from high school musical 2,,
troye sivan,touch,,
tsar,band-girls-money,,
twenty one pilots,stressed out,,
twenty one pilots,the hype - berlin,,
twenty one pilots,heathens,,
twenty one pilots,ride,,
twenty one pilots,guns for hands,,
twenty one pilots,car radio,,
twenty one pilots,tear in my heart,,
twenty one two,blank space,,
twin bandit,stolen dance,,
twin peaks,making breakfast,,
twin peaks,i found a new way,,
twin shadow,five seconds,,
twista,slow jamz,,
twisted sister,i wanna rock,305.0,0.955464005470276
twisted sister,i wanna rock (remastered album version),305.0,0.955464005470276
twisted sister,were not gonna take it,,
two cartoons,horizon approaching,,
two door cinema club,are we ready (wreck),,
two door cinema club,this is the life,,
two door cinema club,what you know,,
two door cinema club,something good can work,,
two steps from hell,split personality,,
two steps from hell,calamity,,
two steps from hell,hunters moon,,
two tongues,tremors,,
tyga,rack city,,
tyler carter,aint it fun (feat. luke holland),,
tyler farr,a guy walks into a bar,,
tyler the creator feat. schoolboy q,the brown stains of darkeese latifah part 6-12 (remix),306.0,0.9399013226607926
tyler ward,cant hold us - acoustic,,
tyler ward,fancy,,
tyler ward,problem (acoustic),,
tyler the creator,tamale,,
tyler the creator,find your wings,,
tyler the creator,domo23,,
tyler the creator,the brown stains of darkeese latifah part 6-12 (remix) (feat. schoolboy q),306.0,0.9494535102427776
tyler the creator,okaga ca,,
tyler the creator,cherry bomb,,
tyler the creator,buffalo,,
tyler the creator,fucking young / perfect (feat. charlie wilson chaz bundick sydney bennett kali uchis),307.0,0.9548772573471068
tyler the creator,okra,,
tyler the creator,smuckers,308.0,0.947802186012268
tyler the creator,smuckers (feat. lil wayne kanye west),308.0,0.947802186012268
tyler the creator,keep da os,,
tyler the creator,blow my load,,
tyler the creator,2seater (feat. aaron shaw samantha nelson austin feinstein),309.0,0.9392059445381165
tyler the creator,yonkers,,
tyler the creator,see you again,,
tyler the creator,youre a mean one mr. grinch,,
tyler the creator,the brown stains of darkeese latifah part 6-12 (remix),306.0,0.9583488873055764
tyler the creator,fucking young / perfect,307.0,0.9548772573471068
tyler the creator,deathcamp,,
tyler the creator,trashwang,,
tyler the creator,2seater,309.0,0.9392059445381165
tyler the creator,pilot,,
tyler the creator,pilot (feat. sydney bennett),,
tyler the creator,earfquake - channel tres remix,,
tyson ritter,air,,
u137,let me keep this memory,,
u2,sleep like a baby tonight,,
u2,pride (in the name of love) - remastered 2009,,
ub40,red red wine - edit,,
ugk,intl players anthem (i choose you) - main version - clean,,
uncle kracker,drift away,,
uncle kracker,follow me,,
uncle kracker,smile,,
uncommonmenfrommars,jim got in a fight with brian molko,,
under the influence of giants,mamas room,,
underoath,a boy brushed red living in black and white,,
unico wilhelm van wassenaer,concerto armonico no. 1 in g major: grave,,
union of sound,la seine,,
unsun,whispers,,
unwritten law,seein red,,
unwritten law,save me,,
unwritten law,fight,,
urban cone,sadness disease,,
urban cone,weekends,,
usher,omg,,
usher,dj got us fallin in love,310.0,0.9699783902005236
usher,lemme see,,
usher,dj got us fallin in love (feat. pitbull),310.0,0.9543577190264418
usher,dj got us fallin in love (ft. pitbull),310.0,0.9546491897918116
usher,my boo,,
vs,mass appeal,,
vs,unsigned,,
vains of jenna,enemy in me,,
valencia,the space between,,
valise,dialogue,,
vampire weekend,a-punk,,
vampire weekend,diane young,,
van halen,dreams,,
van halen,aint talkin bout love,311.0,0.9656023030002304
van halen,aint talkin bout love - 2015 remastered,311.0,0.971186252424606
van halen,runnin with the devil - 2015 remastered version,312.0,0.9688807443474734
van halen,runnin with the devil - 2015 remaster,312.0,0.9713298265909456
van halen,jump - 2015 remaster,,
van halen,runnin with the devil,312.0,0.9660418254834008
van halen,aint talkin bout love - 2015 remastered version,311.0,0.96923285297574
van halen,hot for teacher - 2015 remaster,,
van halen,eruption,,
van morrison,brown eyed girl,,
van she,jamaica,,
vance joy,from afar,,
vance joy,riptide,,
vanessa carlton,a thousand miles,,
versaemerge,paint it black,,
versaemerge,toxic - live acoustic,,
versus the world,forgive me,,
vertical horizon,youre a god,,
vhs collection,sign,,
vic mensa,u mad,,
vic mensa,new bae,,
vice,obsession (feat. jon bellion),,
vicente fernandez,estos celos,,
vicente fernandez,la dinastia fernandez - la derrota / volver volver,,
vicetone,hope,,
vicetone,tremble ft. one republic (white panda vocal edit),,
village people,y.m.c.a,313.0,0.9700607063002312
village people,y.m.c.a.,313.0,0.9700607063002312
village people,ymca,,
vince staples,prima donna,,
vince staples,opps (with yugen blakrok),,
vinyl theatre,breaking up my bones,,
vinyl theatre,if you say so,,
vinyl theatre,summer,,
violent soho,covered in chrome,,
vitamin string quartet,dammit,,
volbeat,lola montez,,
volcano choir,husks and shells,,
voxtrot,the start of something,,
verite,nothing,,
verite,john my beloved,,
verite,heartbeat,,
verite,somebody else,,
verite,bout you,,
verite,think of me,314.0,0.9638108015060424
verite,faded,,
verite,think of me - acoustic,314.0,0.9638108015060424
verite,saint,,
verite,need nothing,,
verite,echo,,
waters,over it,,
waka flocka flame,no hands (feat. roscoe dash and wale) - explicit album version,,
wale,my pyt,,
walk off the earth,revo,,
walk the moon,sidekick,,
walk the moon,burning down the house (live),,
walk the moon,shut up and dance with me (white panda remix),315.0,0.9603189826011658
walk the moon,different colors,,
walk the moon,one foot,,
walk the moon,anna sun,,
walk the moon,shut up and dance,315.0,0.9603189826011658
walk the moon,fixin,,
walking on cars,hand in hand,,
walla,bouvia,,
walla,plane ride,,
walla,101,,
walla,no time,,
walla,neon love,,
walla,animal of love,,
wallpaper.,good 4 it,,
wallpaper.,last call,,
wallpaper.,hesher,,
wallpaper.,stupidfacedd,,
wallpaper.,drunken hearts,,
wallys swing world,i get a kick out of you,,
war,why cant we be friends,,
warrant,cherry pie,,
wavves,way too much,,
we are the in crowd,both sides of the story,,
we are the in crowd,carry me home,,
we are the in crowd,the best thing (that never happened),,
we came as romans,i knew you were trouble,,
we came as romans,the world i used to know,,
we were promised jetpacks,peaks and troughs,,
we the kings,secret valentine,,
we the kings,caught up in you,,
we the kings,just keep breathing,,
we the kings,friday is forever,,
we the kings,well be a dream feat. demi lovato,,
we the kings,all again for you,,
we the kings,check yes juliet,,
we the kings,say you like me,,
weatherstar,wish you would stay,,
weatherstar,planes oceans and symphonies,,
weatherstar,sick of tonight,,
weatherstar,weather or not,,
weatherstar,what was i thinking,,
weatherstar,postcards,,
weezer,beverly hills,,
weezer,da vinci,,
weezer,the british are coming,,
weezer,stand by me,,
weezer,ii. anonymous,,
weezer,i. the waste land,,
weezer,cleopatra,,
weezer,go away,,
weezer,take on me,,
weezer,sweet dreams (are made of this),,
weezer,my name is jonas,,
weezer,no scrubs,,
weezer,the greatest man that ever lived (variations on a shaker hymn),,
weezer,billie jean,,
weezer,pork and beans,,
weezer,say it aint so,,
weezer,buddy holly,,
weezer,island in the sun,,
weezer,happy together,,
weezer,(if youre wondering if i want you to) i want you to,,
weird al yankovic,white nerdy (parody of ridin by chamillionaire featuring krayzie bone),316.0,0.9341249465942384
weird al yankovic,the saga begins (lyrical adaption of american pie),,
weird al yankovic,word crimes,,
weird al yankovic,white nerdy (parody of ridin by chamillionaire feat. krayzie bone),316.0,0.9341249465942384
wham,wake me up before you go-go,,
wham,last christmas,,
whilk misky,babe im yours,,
white lies,hold back your love,,
white lies,big tv,,
white rabbits,percussion gun,,
whitesnake,here i go again - 2018 remaster,317.0,0.9644657373428344
whitesnake,here i go again,317.0,0.9644657373428344
whitney houston,i wanna dance with somebody (who loves me),,
wild belle,keep you,,
wild belle,its too late,,
wild cherry,play that funky music,,
wild cub,straight no turns,,
wild cub,thunder clatter,,
wild party,lifes too short,,
wild party,when i get older,,
wild party,lo-fi children,,
wildcat wildcat,mr quiche,,
wilhelm tell me,let me take you away - acoustic version,318.0,0.9663450717926024
wilhelm tell me,let me take you away,318.0,0.9663450717926024
wilhelm tell me,so into you,,
will smith,prince ali,,
will smith,friend like me,,
will smith,arabian nights (2019),,
william beckett,girl you shoulda been a drummer,,
william fitzsimmons,i kissed a girl,,
willow sage hart,a million dreams - reprise,,
within reason,gotta let it die,,
wiz khalifa,see you again (feat. charlie puth),,
wiz khalifa,stayin out all night,,
woe is me,hot n cold,,
wolf gang,the king and all of his men,,
wolf gang,lions in cages,,
wolfmother,woman,,
wolfmother,joker and the thief,,
x ambassadors,boom,,
x ambassadors,renegades,,
xtc,dear god,319.0,0.953551589429086
xtc,dear god - remastered 2001,319.0,0.953551589429086
